,ISIN,Tickers_YF,sector_T,Name,Ticker,Market,Currency,RICS,sector,Environmental Pillar Score,Social Pillar Score,Governance Pillar Score,ESG Score,totalEsg,environmentScore,socialScore,governanceScore,TRBC Industry Group Name,TRBC Economic Sector Name
1,DE0007037145,,Multiline Utilities,RWE AG,0FUZ,,,RWEG_p.DE^G19,Multiline Utilities,79.8019744483158,61.2473671639199,71.5220433331795,71.5638166004172,,,,,Multiline Utilities,Utilities
2,DE0005501357,,Consumer Publishing,AXEL SPRINGER SE,0NV2,,,SPRGn.H^B21,Consumer Publishing,21.0133360274803,59.2489385168632,40.482577251808,47.3577830093728,,,,,Media & Publishing,Consumer Cyclicals
3,DE000A12B8Z4,,Real Estate Services,TLG IMMOBILIEN AG,0R3N,,,TLGG.H,Real Estate Services,4.28906509312189,47.0733100727521,29.4608809993425,27.8437885878438,,,,,Real Estate Operations,Real Estate
4,ES0105200002,,Construction & Engineering,ABENGOA SA,0QD0,,,ABGek.MC^I22,Construction & Engineering,78.3817229469403,80.167023989156,45.2741228070175,70.2690562311805,,,,,Construction & Engineering,Industrials
5,PLEURCH00011,,Food Retail & Distribution,EUROCASH SA,0LTM,,,EUR.WA,Food Retail & Distribution,47.3469770393446,40.5842131461057,78.003663003663,53.2017892099138,,,,,Food & Drug Retailing,Consumer Non-Cyclicals
6,PLTAURN00011,,Multiline Utilities,TAURON POLSKA ENERGIA SA,0N2X,,,TPE.WA,Multiline Utilities,25.8144368858654,40.8451494292807,68.2038192474948,40.9168157064617,,,,,Multiline Utilities,Utilities
7,PLKRK0000010,,Corporate Financial Services,KRUK SA,0Q3Y,,,KRU.WA,Corporate Financial Services,20.0706019207492,55.2601836738389,67.9807146908678,54.7722750675244,,,,,Banking Services,Financials
8,ROTLVAACNOR1,,Banks,BANCA TRANSILVANIA SA,0DP9,,,ROTLV.BX,Banks,91.0138575825266,74.8720434785009,90.1851851851851,82.7091957238869,,,,,Banking Services,Financials
9,SE0000736415,,Pharmaceuticals,OREXO AB,0H19,,,ORX.ST,Pharmaceuticals,26.3192703982177,59.8309878737781,71.8258983633365,55.9334615077652,,,,,Pharmaceuticals,Healthcare
10,SE0007464888,,Pharmaceuticals,KARO PHARMA AB,0RAQ,,,KARO.ST^K22,Pharmaceuticals,31.5444545707703,57.5077963039051,48.0374589448301,48.6750564873693,,,,,Pharmaceuticals,Healthcare
11,NL0000303709,,Life & Health Insurance,AEGON,2AGN,Euronext After Hours Milan,EUR,AEGN.AS,Biotechnology & Medical Research,81.4684770682466,85.8523360697273,87.0593883527773,85.7506424494166,,,,,Insurance,Financials
12,DE0008404005,,Multiline Insurance & Brokers,ALLIANZ,2ALV,Euronext After Hours Milan,EUR,ALVG.DE,,94.6928571428571,90.1025578975889,95.5068608304757,92.8763189701128,,,,,Insurance,Financials
13,US02079K3059,,Online Services,ALPHABET CLASSE A,2GOOG,Euronext After Hours Milan,EUR,GOOGL.OQ,,76.7666177097963,82.5726790061046,83.0240659382128,81.9755641931967,,,,,Software & IT Services,Technology
14,US02079K1079,,Online Services,ALPHABET CLASSE C,2GOOG,Euronext After Hours Milan,EUR,GOOG.OQ,,76.7666177097963,82.5726790061046,83.0240659382128,81.9755641931967,,,,,Software & IT Services,Technology
15,US0311621009,,Pharmaceuticals,AMGEN,2AMGN,Euronext After Hours Milan,EUR,AMGN.OQ,Specialty Mining & Metals,76.8659111704223,80.2202817116485,84.5955850020593,80.8137028490531,,,,,Pharmaceuticals,Healthcare
16,NL0010273215,,Semiconductor Equipment & Testing,ASML,2ASML,Euronext After Hours Milan,EUR,ASML.AS,"Auto, Truck & Motorcycle Parts",55.9609360604386,84.3652247113464,79.7023978098744,74.3008160665252,,,,,Semiconductors & Semiconductor Equipment,Technology
17,IT0004776628,,Banks,BANCA MEDIOLANUM,2BMED,Euronext After Hours Milan,EUR,BMED.MI,Gold,44.4782601750687,73.1124120700961,72.8985074626865,68.9120885385447,,,,,Banking Services,Financials
18,IT0005508921,,Banks,BANCA MPS,2BMPS,Euronext After Hours Milan,EUR,BMPS.MI,Gold,76.6279863350546,76.0399874256043,75.8765962525361,76.0658384462606,,,,,Banking Services,Financials
19,IT0005218380,,Banks,BANCO BPM,2BAMI,Euronext After Hours Milan,EUR,BAMI.MI,,84.1767243551749,76.2497681383785,67.0028245216215,74.0623501315646,,,,,Banking Services,Financials
20,DE000BASF111,,Diversified Chemicals,BASF,2BAS,Euronext After Hours Milan,EUR,BASFn.DE,,96.7738798279424,91.8323977300286,84.3776045270717,92.1182364979044,,,,,Chemicals,Basic Materials
21,US0865161014,,Computer & Electronics Retailers,BEST BUY CO,2BBY,Euronext After Hours Milan,EUR,BBY.N,Home Furnishings Retailers,77.3097826086956,81.603115599099,91.0157246852012,84.3858170168907,,,,,Specialty Retailers,Consumer Cyclicals
22,FR0000131104,,Banks,BNP PARIBAS,2BNP,Euronext After Hours Milan,EUR,BNPP.PA,Business Support Services,95.3543689224873,96.2554570884181,94.266627543036,95.4097217561865,,,,,Banking Services,Financials
23,FR001400E2U3,,Construction & Engineering,BOUYGUES NV23,ENNV,Euronext Paris,EUR,BOUYn.PA,IT Services & Consulting,71.2961279494152,89.0038791205278,59.5698356807511,74.6502304230569,,,,,Construction & Engineering,Industrials
24,IT0000066123,,Banks,BPER BANCA,2BPE,Euronext After Hours Milan,EUR,EMII.MI,Environmental Services & Equipment,83.2730743363246,76.7942053058459,55.2679317340971,69.9777039604052,,,,,Banking Services,Financials
25,IT0001347308,,Construction Materials,BUZZI UNICEM,2BZU,Euronext After Hours Milan,EUR,BZU.MI,Multiline Insurance & Brokers,39.5016406890894,76.0328433704368,70.8521303258145,59.4110542304362,,,,,Construction Materials,Basic Materials
26,NL0015435975,,Distillers & Wineries,CAMPARI,2CPR,Euronext After Hours Milan,EUR,CPRI.MI,"Real Estate Rental, Development & Operations",54.2446017446017,75.1286048569619,59.1013247404224,64.9554891853705,,,,,Beverages,Consumer Non-Cyclicals
27,NL0010545661,,Heavy Machinery & Vehicles,CNH INDUSTRIAL,2CNHI,Euronext After Hours Milan,EUR,CNHI.MI,Iron & Steel,83.8100161160759,93.8630238513671,50.5782057272093,78.0992312355897,,,,,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials
28,FR0000045072,,Banks,CREDIT AGRICOLE,2ACA,Euronext After Hours Milan,EUR,CAGR.PA,,96.0216457445204,71.3539799944393,59.9270344287949,70.7924234588191,,,,,Banking Services,Financials
29,IE0001827264,,Construction Materials,CRH PLC 5PCCumPref,DD8A,Euronext Dublin,EUR,CRH_p.I,,90.8670825957428,89.3966222794424,92.4116959064327,90.7347939793653,,,,,Construction Materials,Basic Materials
30,IE0001827603,,Construction Materials,CRH PLC 7PCCumPref,DD8B,Euronext Dublin,EUR,CRH_pa.L,,90.8670825957428,89.3966222794424,92.4116959064327,90.7347939793653,,,,,Construction Materials,Basic Materials
31,DE0005140008,,Banks,DEUTSCHE BANK,2DBK,Euronext After Hours Milan,EUR,DBKGn.DE,Aerospace & Defense,96.6602502249458,86.1191792404607,78.0985478720405,84.7496661695953,,,,,Banking Services,Financials
32,IT0003492391,,"Medical Equipment, Supplies & Distribution",DIASORIN,2DIA,Euronext After Hours Milan,EUR,DIAS.MI,Business Support Services,39.2460039016416,69.2127262465128,66.1061383617774,63.0722262540546,,,,,Healthcare Equipment & Supplies,Healthcare
33,IT0003128367,,Electric Utilities,ENEL,2ENEL,Euronext After Hours Milan,EUR,ENEI.MI,Commodity Chemicals,96.2484419667714,96.0058328500659,83.5775947806023,93.0018822072999,,,,,Electric Utilities & IPPs,Utilities
34,FR0010208488,,Multiline Utilities,ENGIE,2ENGI,Euronext After Hours Milan,EUR,ENGIE.PA,"Appliances, Tools & Housewares",66.9472466493372,86.2305387271188,85.9548122065727,77.9662114214763,,,,,Multiline Utilities,Utilities
35,FR001400EFS2,,"Medical Equipment, Supplies & Distribution",ESSILORLUX NV 23,ELNV,Euronext Paris,EUR,ESLXn.PA,Real Estate Services,70.8132650741939,79.8626342342698,73.4644424038363,76.0466231785324,,,,,Healthcare Equipment & Supplies,Healthcare
36,NL0006294274,,Financial & Commodity Market Operators & Service Providers,EURONEXT,ENXP,Euronext Lisbon,EUR,ENX.PA,Biotechnology & Medical Research,54.0511755932395,61.6036768816804,88.4728023428873,73.0767533413732,,,,,Investment Banking & Investment Services,Financials
37,FR0000121147,,"Auto, Truck & Motorcycle Parts",FAURECIA,2EO,Euronext After Hours Milan,EUR,EPED.PA,Commercial REITs,56.4505666393185,75.2304532093023,73.5365805946791,68.413905866585,,,,,Automobiles & Auto Parts,Consumer Cyclicals
38,US3448491049,,Apparel & Accessories Retailers,FOOT LOCKER,FOOTL,Traded not listed Brussels,USD,FL.N,Independent Power Producers,35.3894927536231,52.5696051156073,62.2509982817607,52.9875639609882,,,,,Specialty Retailers,Consumer Cyclicals
39,NL0011821202,,Banks,ING GROEP,2INGA,Euronext After Hours Milan,EUR,INGA.AS,Construction Materials,85.7975549601712,67.8526957497961,88.3710211724038,77.8233526282289,,,,,Banking Services,Financials
40,IT0000072618,,Banks,INTESA SANPAOLO,2ISP,Euronext After Hours Milan,EUR,ISP.MI,Software,97.4053094546619,93.7649611761484,91.443290766599,93.4533699808166,,,,,Banking Services,Financials
41,FR001400EGG5,,Advertising & Marketing,IPSOS NV23,IPSNV,Euronext Paris,EUR,ISOSn.PA,Software,45.2538115038115,66.930021166369,71.7869718309859,66.0362654847707,,,,,Media & Publishing,Consumer Cyclicals
42,FR001400EGE0,,IT Services & Consulting,LECTRA NV23,LSSNV,Euronext Paris,EUR,LECSn.PA,Investment Management & Fund Operators,67.8759605595906,66.1776193204123,60.3820422535211,63.7316207468267,,,,,Software & IT Services,Technology
43,US52736R1023,,Apparel & Accessories,LEVI STRAUSS & CO,2LEVI,Euronext After Hours Milan,EUR,LEVI.N,Commercial REITs,83.0132537943911,48.3464885892069,76.7988838035906,62.8176885445181,,,,,Textiles & Apparel,Consumer Cyclicals
44,US55087P1049,,Online Services,LYFT,2LYFT,Euronext After Hours Milan,EUR,LYFT.OQ,Construction Materials,34.3154417438271,53.0075588562352,47.5680182555408,47.8957551744999,,,,,Software & IT Services,Technology
45,IT0000062957,,Banks,MEDIOBANCA,2MB,Euronext After Hours Milan,EUR,MDBI.MI,Apparel & Accessories,47.1676230945268,71.0346557858756,73.9551259100131,68.6491723230109,,,,,Banking Services,Financials
46,DE0007100000,,Auto & Truck Manufacturers,MERCEDES-BENZ G.,2MBG,Euronext After Hours Milan,EUR,MBGn.DE,Airlines,96.6830531883443,89.6249572869566,95.0015633569631,93.3413703583379,,,,,Automobiles & Auto Parts,Consumer Cyclicals
47,US30303M1027,,Online Services,META PLATFORMS,2META,Euronext After Hours Milan,EUR,META.OQ,Distillers & Wineries,49.2289576903291,66.8532563619821,73.0311987241462,67.2653836034224,,,,,Software & IT Services,Technology
48,NL0015000MZ1,,Broadcasting,MFE A,2MFEA,Euronext After Hours Milan,EUR,MFEA.MI,Advertising & Marketing,50.286729036729,78.4080651070702,86.4570155547599,77.9081299212498,,,,,Media & Publishing,Consumer Cyclicals
49,US5949181045,,Software,MICROSOFT CORP,2MSFT,Euronext After Hours Milan,EUR,MSFT.OQ,Oil & Gas Transportation Services,77.9249896233766,96.9292333635623,93.5072707155205,92.7076846781702,,,,,Software & IT Services,Technology
50,US60770K1079,,Biotechnology & Medical Research,MODERNA,2MRNA,Euronext After Hours Milan,EUR,MRNA.OQ,IT Services & Consulting,81.3352272727272,58.2920091843351,76.7032625039174,71.3937586846193,,,,,Biotechnology & Medical Research,Healthcare
51,US64110L1061,,Online Services,NETFLIX,2NFLX,Euronext After Hours Milan,EUR,NFLX.OQ,Business Support Services,21.6702835648147,31.6624372439263,36.789931119962,32.6479709174852,,,,,Software & IT Services,Technology
52,US67066G1040,,Semiconductors,NVIDIA CORP,2NVDA,Euronext After Hours Milan,EUR,NVDA.OQ,Healthcare Facilities & Services,68.6187192437193,80.2178061646071,84.908914206586,77.8209759664027,,,,,Semiconductors & Semiconductor Equipment,Technology
53,NL0000009322,,Advanced Medical Equipment & Technology,PHILIPS BUY BACK,INPHI,Euronext Amsterdam,EUR,PHGe.AS,Real Estate Services,81.1282600774229,93.9422582972854,83.4761163032191,88.0335129691409,,,,,Healthcare Equipment & Supplies,Healthcare
54,IT0005278236,,Tires & Rubber Products,PIRELLI & C,2PIRC,Euronext After Hours Milan,EUR,PIRC.MI,Home Furnishings,71.2048358314747,76.5967036233707,60.5366591080876,70.8462859017079,,,,,Automobiles & Auto Parts,Consumer Cyclicals
55,IT0003796171,,"Courier, Postal, Air Freight & Land-based Logistics",POSTE ITALIANE,2PST,Euronext After Hours Milan,EUR,PST.MI,Household Products,81.0759499519479,84.7298334301402,60.9058360186179,76.6702169771822,,,,,Freight & Logistics Services,Industrials
56,IT0004176001,,Electrical Components & Equipment,PRYSMIAN,2PRY,Euronext After Hours Milan,EUR,PRY.MI,Software,54.052475319681,80.4981195017033,95.3124875681266,75.6790168254997,,,,,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials
57,DE0006969603,,Footwear,PUMA,2PUM,Euronext After Hours Milan,EUR,PUMG.DE,Highways & Rail Tracks,85.1827240358,91.4859903381641,86.2322072037438,88.831678818762,,,,,Textiles & Apparel,Consumer Cyclicals
58,IT0003828271,,Pharmaceuticals,RECORDATI ORD,2REC,Euronext After Hours Milan,EUR,RECI.MI,Fishing & Farming,64.8682944735575,84.4768911082262,82.6801129808648,79.4652649142481,,,,,Pharmaceuticals,Healthcare
59,IT0004712375,,Apparel & Accessories,SALV FERRAGAMO,2SFER,Euronext After Hours Milan,EUR,SFER.MI,Advertising & Marketing,85.6332990026288,58.4336858597727,63.5330389465727,64.8429991833925,,,,,Textiles & Apparel,Consumer Cyclicals
60,FR0000120578,,Pharmaceuticals,SANOFI,2SAN,Euronext After Hours Milan,EUR,SASY.PA,"Hotels, Motels & Cruise Lines",92.1572961986495,91.9164519889512,91.5937010954616,91.8711787959254,,,,,Pharmaceuticals,Healthcare
61,DE0007164600,,Software,SAP,2SAP,Euronext After Hours Milan,EUR,SAPG.DE,Oil & Gas Transportation Services,76.9545356624712,97.4131043313042,97.2672520285197,94.5056078721315,,,,,Software & IT Services,Technology
62,DE000ENER6Y0,,Renewable Energy Equipment & Services,SIEMENS ENERGY,2ENR,Euronext After Hours Milan,EUR,ENR1n.DE,"Medical Equipment, Supplies & Distribution",71.7504199190879,73.6587414992988,85.5816456766772,76.9860618583236,,,,,Renewable Energy,Energy
63,IT0003153415,,Oil & Gas Transportation Services,SNAM,2SRG,Euronext After Hours Milan,EUR,SRG.MI,Diversified REITs,96.2907239511013,89.4891282769982,91.2809802283486,92.1994509438786,,,,,Oil & Gas Related Equipment and Services,Energy
64,FR0000130809,,Banks,SOCIETE GENERALE,2GLE,Euronext After Hours Milan,EUR,SOGN.PA,Biotechnology & Medical Research,95.7011157526558,83.3418112768139,84.0659233176838,85.3822314560483,,,,,Banking Services,Financials
65,BE0099887748,,Diversified Chemicals,SOLVAY (CP 41),-,Euronext Expert Market,EUR,BE0099887748.BR,Pharmaceuticals,88.6956713854029,80.554702923247,86.9609816891956,85.2146757113371,,,,,Chemicals,Basic Materials
66,FR001400EB72,,Construction Supplies & Fixtures,ST GOBAIN NV 23,SGONV,Euronext Paris,EUR,SGOBn.PA,Agricultural Chemicals,95.9407172494421,85.8751476669959,86.2881455399061,89.3660713730537,,,,,Homebuilding & Construction Supplies,Consumer Cyclicals
67,NL00150001Q9,,Auto & Truck Manufacturers,STELLANTIS,2STLA,Euronext After Hours Milan,EUR,STLAM.MI,Banks,94.3414742703198,95.3609513273729,83.6381967449229,92.1579688602302,,,,,Automobiles & Auto Parts,Consumer Cyclicals
68,IT0003497176,,Integrated Telecommunications Services,TELECOM ITALIA R,2TITR,Euronext After Hours Milan,EUR,TLITn.MI,Apparel & Accessories,75.9266182958398,89.094520197679,88.5288618371325,86.2683214239645,,,,,Telecommunications Services,Technology
69,IT0003242622,,Electric Utilities,TERNA,2TRN,Euronext After Hours Milan,EUR,TRN.MI,Aerospace & Defense,75.4888573650531,92.1560373770715,86.6416040100251,83.6938775302021,,,,,Electric Utilities & IPPs,Utilities
70,US88160R1014,,Auto & Truck Manufacturers,TESLA,2TSLA,Euronext After Hours Milan,EUR,TSLA.OQ,Miscellaneous Educational Service Providers,74.3549897447766,57.6514833400481,65.3701249155723,65.2274496426001,,,,,Automobiles & Auto Parts,Consumer Cyclicals
71,FR001400E2S7,,Broadcasting,TF1 NV23,TFINV,Euronext Paris,EUR,TFFPn.PA,Software,81.8546431046431,95.1300114150565,72.3841940532081,84.8768264595901,,,,,Media & Publishing,Consumer Cyclicals
72,IT0003007728,,Footwear,TOD'S,2TOD,Euronext After Hours Milan,EUR,TOD.MI,Miscellaneous Educational Service Providers,73.0752494670251,76.1760804282542,48.3299518637864,67.6181890866525,,,,,Textiles & Apparel,Consumer Cyclicals
73,IT0005239360,,Banks,UNICREDIT,2UCG,Euronext After Hours Milan,EUR,CRDI.MI,Banks,89.1265180583486,74.42393867405,84.1178342682102,80.0309125192866,,,,,Banking Services,Financials
74,IT0003865570,,Construction & Engineering,WEBUILD,2WBD,Euronext After Hours Milan,EUR,WBD.MI,Biotechnology & Medical Research,84.7765495146016,78.353003417477,59.2684091180331,75.6816896565585,,,,,Construction & Engineering,Industrials
75,NO0010920945,000660.KS,Electric Utilities,HYNION,HYN,Euronext Growth Oslo,NOK,HYN.OL,"Appliances, Tools & Housewares",,,,,18.49,6.5,5.49,6.5,Electric Utilities & IPPs,Utilities
76,FR0000060071,005930.KS,Home Improvement Products & Services Retailers,SAMSE,SAMS,Euronext Paris,EUR,SAMS.PA,"Hotels, Motels & Cruise Lines",,,,,19.59,0.96,7.13,11.5,Specialty Retailers,Consumer Cyclicals
77,CH0432492467,0A0D.IL,"Medical Equipment, Supplies & Distribution",ALCON AG,0A0D,,,ALCC.S,"Medical Equipment, Supplies & Distribution",39.9889350677389,74.00934161,90.1883586498971,74.1181418447934,,,,,Healthcare Equipment & Supplies,Healthcare
78,FI4000312251,0A0E.IL,"Real Estate Rental, Development & Operations",KOJAMO OYJ,0A0E,,,KOJAMO.HE,"Real Estate Rental, Development & Operations",67.8328325455328,65.6600324891344,81.1671087533156,71.4015921582755,,,,,Real Estate Operations,Real Estate
79,FI4000369947,0A0F.IL,"Real Estate Rental, Development & Operations",CITYCON OYJ,0A0F,,,CTY1S.HE,"Real Estate Rental, Development & Operations",55.9861593761509,56.3525411943209,49.7494842322428,54.0838805248722,,,,,Real Estate Operations,Real Estate
80,SE0015949748,0A0H.IL,Electrical Components & Equipment,BEIJER REF AB (PUBL),0A0H,,,BEIJb.ST,Electrical Components & Equipment,22.048380358101,22.3277160548356,44.8111808644798,28.6357653511034,30.5,8.79,11.02,9.36,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials
81,SE0018012635,0A0I.IL,"Real Estate Rental, Development & Operations",WIHLBORGS FASTIGHETER AB,0A0I,,,WIHL.ST,"Real Estate Rental, Development & Operations",58.4315427175002,51.4164007149781,36.7641597028783,48.849790798784,,,,,Real Estate Operations,Real Estate
82,SE0011337708,0A0J.IL,Food Processing,AAK AB (PUBL),0A0J,,,AAK.ST,Food Processing,74.8850822396054,67.1642876373898,65.2508349616818,68.8831495381319,,,,,Food & Tobacco,Consumer Non-Cyclicals
83,SE0011426428,0A0K.IL,"Real Estate Rental, Development & Operations",NYFOSA AB,0A0K,,,NYFO.ST,"Real Estate Rental, Development & Operations",68.3681088475558,46.9356694141104,86.439182915506,66.573127551195,,,,,Real Estate Operations,Real Estate
84,SE0018245953,0A0L.IL,Advanced Medical Equipment & Technology,SECTRA AB,0A0L,,,SECTb.ST,Advanced Medical Equipment & Technology,15.0769899595568,56.1008207344903,70.8560179663688,54.5238421249967,,,,,Healthcare Equipment & Supplies,Healthcare
85,US74971D1019,0A1L.IL,Commercial REITs,RPT REALTY,0A1L,,,RPT.N,Commercial REITs,42.5756171250042,61.7156160713935,87.6808379984207,62.8861709338677,,,,,Residential & Commercial REITs,Real Estate
86,US08862E1091,0A20.IL,Food Processing,BEYOND MEAT INC,0A20,,,BYND.OQ,Food Processing,17.2661894455681,20.9303048889269,51.2049827391262,27.7865416890007,,,,,Food & Tobacco,Consumer Non-Cyclicals
87,SE0015346135,0A2A.IL,Software,STILLFRONT GROUP AB (PUBL),0A2A,,,SFRG.ST,Software,20.65530156893,27.0037725777598,76.1258470876814,48.8525025965492,,,,,Software & IT Services,Technology
88,NL0012756316,0A34.IL,Investment Banking & Brokerage Services,NIBC HOLDING NV,0A34,,,NIBC.AS^B21,Investment Banking & Brokerage Services,55.2786782778201,66.255704047782,55.4319510898458,59.6727120166772,,,,,Investment Banking & Investment Services,Financials
89,DE000A2YN900,0A36.IL,Software,TEAMVIEWER AG,0A36,,,TMV.DE,Software,35.1216081532921,70.7219735412768,82.4000861127769,71.1837743945387,,,,,Software & IT Services,Technology
90,FI4000410758,0A3B.IL,Miscellaneous Specialty Retailers,MUSTI GROUP OYJ,0A3B,,,MUSTI.HE,Miscellaneous Specialty Retailers,77.7352484472049,66.4735081662406,65.5298793052693,68.2686218477554,,,,,Specialty Retailers,Consumer Cyclicals
91,US09075V1026,0A3M.IL,Biotechnology & Medical Research,BIONTECH SE,0A3M,,,BNTX.OQ,Biotechnology & Medical Research,88.9043972332015,84.9622141003249,83.6782970173199,85.4836729386962,,,,,Biotechnology & Medical Research,Healthcare
92,US6541101050,0A3R.IL,Auto & Truck Manufacturers,NIKOLA CORPORATION,0A3R,,,NKLA.OQ,Auto & Truck Manufacturers,8.00357192884158,11.1171664185421,45.3792099046156,18.400714478202,,,,,Automobiles & Auto Parts,Consumer Cyclicals
94,US81141R1005,0A3T.IL,Software,SEA LTD,0A3T,,,SE.N,Software,22.1840438528806,50.0697890818858,20.1917622394869,32.3734521307339,,,,,Software & IT Services,Technology
96,US70614W1009,0A46.IL,Recreational Products,PELOTON INTERACTIVE INC,0A46,,,PTON.OQ,Recreational Products,5.28756957328386,19.2562359213871,37.7477504965767,24.1179341932241,,,,,Leisure Products,Consumer Cyclicals
97,DE000A2GS5D8,0A5J.IL,Pharmaceuticals,DERMAPHARM HOLDING SE,0A5J,,,DMPG.DE,Pharmaceuticals,33.3827742003097,55.4483528483936,44.2277198535344,46.9589030710756,,,,,Pharmaceuticals,Healthcare
98,LU2237380790,0A5O.IL,Department Stores,ALLEGRO.EU SA,0A5O,,,ALEP.WA,Department Stores,60.9432687549956,75.6342729532054,70.446721849954,69.4312809272323,,,,,Diversified Retail,Consumer Cyclicals
99,DK0061412855,0A5T.IL,Homebuilding,HUSCOMPAGNIET OPERATIONS A/S,0A5T,,,HUSCO.CO,Homebuilding,37.220031131824,43.9483475284319,40.6232670283303,40.8263065416151,,,,,Homebuilding & Construction Supplies,Consumer Cyclicals
100,SE0014960431,0A5U.IL,Commodity Chemicals,RENEWCELL AB,0A5U,,,RENEW.ST,Commodity Chemicals,3.87199931372035,32.9671685916786,35.1346332404828,21.9309043406126,,,,,Chemicals,Basic Materials
101,US92556V1061,0A5V.IL,Pharmaceuticals,VIATRIS INC,0A5V,,,VTRS.OQ,Pharmaceuticals,68.8359155464418,89.4991219513872,49.4980396240323,72.4117930970383,,,,,Pharmaceuticals,Healthcare
102,US12468P1049,0A5W.IL,Software,C3AI INC,0A5W,,,AI.N,Software,3.00965360590573,32.0962103821835,32.2152323435665,28.1135622771191,,,,,Software & IT Services,Technology
103,US92556H2067,0A65.IL,Broadcasting,VIACOMCBS INC,0A65,,,PARA.OQ,Broadcasting,58.2146569646569,84.9663642871641,53.4903874075836,69.7236425310322,,,,,Media & Publishing,Consumer Cyclicals
105,SE0015192067,0A6V.IL,Banks,NORDNET AB (PUBL),0A6V,,,SAVE.ST,Banks,15.988389685894,47.218481912768,40.887900331213,40.4423392627383,,,,,Banking Services,Financials
107,DE000A14KEB5,0AA1.IL,Home Furnishings Retailers,HOME24 SE,0AA1,,,H24.DE,Home Furnishings Retailers,23.3595370673654,44.046614454248,63.3291302096948,47.4700524779948,,,,,Specialty Retailers,Consumer Cyclicals
108,DE000A2N4H07,0AA2.IL,Department Stores,WESTWING GROUP AG,0AA2,,,WEW.DE,Department Stores,50.8658587483938,20.3745416448402,50.906183204933,40.090581931323,,,,,Diversified Retail,Consumer Cyclicals
109,DE000TRAT0N7,0AA4.IL,Heavy Machinery & Vehicles,TRATON SE,0AA4,,,8TRA.DE,Heavy Machinery & Vehicles,39.9968932442338,52.9761258162344,59.1825949675283,50.3078508347166,,,,,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials
110,DK0060952240,0AA8.IL,Online Services,BETTER COLLECTIVE A/S,0AA8,,,BETCO.ST,Online Services,17.5102880658436,68.2623977265523,68.5919228450874,61.3695972115344,,,,,Software & IT Services,Technology
111,SE0016797732,0AA9.IL,Consumer Goods Conglomerates,STORSKOGEN GROUP AB (PUBL),0AA9,,,STORb.ST,Consumer Goods Conglomerates,26.2678737502905,53.7291178183552,52.3631840796019,43.5586476596786,,,,,Consumer Goods Conglomerates,Consumer Non-Cyclicals
112,SE0016844831,0AAK.IL,Auto & Truck Manufacturers,VOLVO CAR AB,0AAK,,,VOLCARb.ST,Auto & Truck Manufacturers,77.1678892136344,85.3673748766097,63.802366995108,77.3186985494918,,,,,Automobiles & Auto Parts,Consumer Cyclicals
113,LU2333210958,0AAM.IL,Software,SUSE SA,0AAM,,,SUSEG.DE,Software,30.6691104891701,64.4069660907736,55.0492610837438,55.3935185232878,,,,,Software & IT Services,Technology
114,SE0017160773,0AAQ.IL,Semiconductors,NCAB GROUP AB (PUBL),0AAQ,,,NCAB.ST,Semiconductors,28.8930679109251,70.5340227506508,88.5049681952355,62.2228018771219,,,,,Semiconductors & Semiconductor Equipment,Technology
115,SE0009554454,0AAS.IL,"Real Estate Rental, Development & Operations",SAMHALLSBYGGNADSBOLAGET I NORDEN AB,0AAS,,,SBBb.ST,"Real Estate Rental, Development & Operations",79.744142852026,75.9714510553,34.2573344974292,63.5582398093101,,,,,Real Estate Operations,Real Estate
116,SE0003756758,0AAV.IL,Construction & Engineering,SDIPTECH AB (PUBL),0AAV,,,SDIPb.ST,Construction & Engineering,56.3554169231625,72.3646279587186,65.2339278537673,64.5442644295253,,,,,Construction & Engineering,Industrials
117,SE0012853455,0AAZ.IL,Investment Management & Fund Operators,EQT AB,0AAZ,,,EQTAB.ST,Investment Management & Fund Operators,59.9974369656169,66.6028086202758,55.6173173131556,60.5559731160447,,,,,Investment Banking & Investment Services,Financials
118,FI4000306873,0ABF.IL,Electrical Components & Equipment,HARVIA OYJ,0ABF,,,HARVIA.HE,Electrical Components & Equipment,21.192454312056,17.0016678695529,40.9608016504568,25.2577658950962,,,,,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials
119,SE0015988167,0ABG.IL,Pharmaceuticals,SWEDENCARE AB (PUBL),0ABG,,,SECARE.ST,Pharmaceuticals,21.8643198906356,21.8297934136729,32.5363433528735,25.1546410625803,,,,,Pharmaceuticals,Healthcare
120,SE0014808838,0ABK.IL,Paper Products,NORDIC PAPER HOLDING AB,0ABK,,,NPAPER.ST,Paper Products,61.8647778090502,55.0790368133744,65.9707728765642,60.7873513625681,,,,,Paper & Forest Products,Basic Materials
121,SE0010832204,0ABQ.IL,"Real Estate Rental, Development & Operations",CIBUS NORDIC REAL ESTATE AB (PUBL),0ABQ,,,CIBUS.ST,"Real Estate Rental, Development & Operations",30.8375177711921,30.9477276272517,51.6659737524078,37.668937387349,,,,,Real Estate Operations,Real Estate
